Sample,Fay June 16 Total Area MS1,Fay Late June 16 Total Area MS1,Fay Mid July 16 Total Area MS1,Fay Early Aug 16 Total Area MS1,Fay Aug 16 Total Area MS1,Fay Early Sept 16 Total Area MS1,Fay Late Sept 16 Total Area MS1,Fay Late June 17 Total Area MS1,Fay Early July 17 Total Area MS1,Fay Late July 17 Total Area MS1,Fay Early Aug 17 Total Area MS1,Fay Late Aug 17 Total Area MS1,Fay Early Sept 17 Total Area MS1,Fay Late Sept 17 Total Area MS1,JL 086C Total Area MS1,JL Late July 16 Total Area MS1,JL Dec 17 Total Area MS1,JL Nov 17 Total Area MS1,JL Oct 17 Total Area MS1,KB Early June 16 Total Area MS1,KB Late June 16 Total Area MS1,KB Early July 16 Total Area MS1,KB Mid Aug 16 Total Area MS1,KB Early Aug 16 Total Area MS1,KB Late Aug 16 Total Area MS1,KB Sept 16 Total Area MS1,KB Early July 17 Total Area MS1,KB Late July 17 Total Area MS1,KB Early Aug 17 Total Area MS1,KB Mid Aug 17 Total Area MS1,KB Late Aug 17 Total Area MS1,KB July 22 Rep 1 Total Area MS1,KB July 22 Rep 2 Total Area MS1,KB Aug 22 Rep 1 Total Area MS1,KB Aug 22 Rep 2 Total Area MS1,KB Sept_Oct 22 Rep 1 Total Area MS1,KB Sept_Oct 22 Rep 2 Total Area MS1,Lill Late May 16 Total Area MS1,Lill Mid June 16 Total Area MS1,Lill Late June 16 Total Area MS1,Lill Early July 16 Total Area MS1,Lill Late July 16 Total Area MS1,Lill Aug 16 Total Area MS1,Lill Early Sept 16 Total Area MS1,Lill Mid Sept 16 Total Area MS1,Lill Late June 17 Total Area MS1,Lill Late July 17 Total Area MS1,Lill End July 17 Total Area MS1,Lill Early Aug 17 Total Area MS1,Lill Late Aug 17 Total Area MS1,Lill Oct 17 Total Area MS1,Lill Sept 17 Total Area MS1,Buck Dam Aug 22 Rep 1 Total Area MS1,Buck Dam Aug 22 Rep 2 Total Area MS1,Buck Dam July 22 Rep 1 Total Area MS1,Buck Dam July 22 Rep 2 Total Area MS1,Buck Dam Sept 22 Rep 1 Total Area MS1,Buck Dam Sept 22 Rep 2 Total Area MS1
Label,Fayetteville 16,Fayetteville 16,Fayetteville 16,Fayetteville 16,Fayetteville 16,Fayetteville 16,Fayetteville 16,Fayetteville 17,Fayetteville 17,Fayetteville 17,Fayetteville 17,Fayetteville 17,Fayetteville 17,Fayetteville 17,Jordan Lake,Jordan Lake,Jordan Lake,Jordan Lake,Jordan Lake,Kings Bluff 16,Kings Bluff 16,Kings Bluff 16,Kings Bluff 16,Kings Bluff 16,Kings Bluff 16,Kings Bluff 16,Kings Bluff 17,Kings Bluff 17,Kings Bluff 17,Kings Bluff 17,Kings Bluff 17,Kings Bluff 22,Kings Bluff 22,Kings Bluff 22,Kings Bluff 22,Kings Bluff 22,Kings Bluff 22,Lillington 16,Lillington 16,Lillington 16,Lillington 16,Lillington 16,Lillington 16,Lillington 16,Lillington 16,Lillington 17,Lillington 17,Lillington 17,Lillington 17,Lillington 17,Lillington 17,Lillington 17,Buckhorn Dam,Buckhorn Dam,Buckhorn Dam,Buckhorn Dam,Buckhorn Dam,Buckhorn Dam
FBSA,78.9290075,507.9619251,7992.584746,666.586093,601.0812809,924.7191011,1226.996198,1019.690577,443.1731503,870.9677419,875.297619,225.8420972,2318.988465,812.5972006,2653.676265,765.5289586,799.7506124,3539.436704,135.7760021,1509.26791,3125.6995,2703.595877,1994.63374,1075.864384,839.3285372,2553.393716,4696.657714,3562.05516,4053.64703,4352.04941,5629.229904,251.9861393,63.2691515,460.5779716,354.1733547,23.59307359,60.02668309,43.14079422,239.1698569,623.7263464,893.5548842,356.2091503,144.200627,145.7920247,332.8121298,294.3100065,235.7182474,4047.319933,159.3493012,214.3110795,439.6494709,316.0411622,276.6726944,569.3965037,947.5902511,650.5654423,75.26828788,181.1550998
FBSAA,0,2.253654776,400.877724,0,107.9894644,0,2.661596958,0,2.186625985,0,0.744047619,0,13.08784383,4.943345923,215.2641879,44.03170283,44.24974068,335.6903666,0,57.40823483,112.6387449,109.8434181,372.1996457,113.4662212,96.27592044,290.781007,96.68755595,77.79137011,47.05455425,158.7747208,253.0073075,0,0,14.23118866,5.912252541,0,0,0,0,38.05364941,0,0,0,0,0,7.325049052,0,38.10720268,3.280456568,0,6.216931217,2.179176755,0,0,6.642844054,0,2.248039119,0
MeFBSAA,34.27524856,95.33552768,4528.1477,51.72830554,1779.307795,147.8330658,97.39272135,668.2137834,585.0495805,1.044795612,74.20634921,228.5474775,1354.702751,1435.347701,12595.13559,3328.97464,4057.679151,14777.62662,8311.384581,887.2551011,1659.547597,1569.229155,1122.95509,1202.011967,431.0501179,1131.05222,1869.889585,1349.254893,1462.199105,2231.517874,2133.389545,169.1176471,11.86480598,400.9269357,220.5189941,0.968872397,4.946633826,337.0758123,234.1829539,1109.378249,755.5387714,457.7696712,200.8011146,738.9292796,769.1542289,748.0052322,457.3858384,4807.579564,59.7672224,317.6195549,1581.845238,1491.88862,307.8927774,549.85525,574.5372916,340.6241781,1.575268288,121.8300342
MeFBSA,0,0,1120.460048,0,477.5195231,0,3.965236285,169.8312236,50.44495296,1.958991772,6.89484127,15.6226185,451.863354,317.929349,3194.240984,895.044432,756.7698793,4394.546433,2043.461314,23.22054782,313.8380343,427.4661001,230.9575909,262.4189432,97.43465732,202.392933,162.7126231,417.7046263,120.7814201,438.4552998,484.6543002,14.49459094,0,154.9618321,22.25789192,0,0,1.444043321,1.309691719,53.96132252,86.60624371,75.72072757,18.98293278,212.4917383,161.7626155,0,199.7596598,760.678392,27.41203433,7.901278409,410.9126984,474.8184019,100.255292,43.53635453,54.60875939,0.832821951,0,0
N_AP_FHxSA,15410.64887,11554.31011,490104.5702,42574.97381,1815.258075,19847.0305,60166.81152,22055.48523,5768.675311,36754.14653,14552.43056,10310.50907,13068.48935,7856.420795,13.19541515,5.15927023,10.92449957,19.9575435,4.037085503,6863.804379,1568.728117,2748.341071,3999.166406,4124.93273,2242.558894,16013.99774,5723.067741,4286.754893,9763.759526,6447.813338,2430.747611,2932.555781,1566.625449,1424.536532,902.3274478,452.2366522,433.5385878,13769.16968,11650.66492,12732.89665,5376.636455,1950.524396,873.9115291,737.6624807,728.0739161,5498.691956,2316.971714,7290.619765,1326.293084,574.514678,312.5,614.346247,763.8549091,487.7240842,1364.760858,1461.076532,199.6488464,292.3324589
FHxSA,8179.661608,39830.73867,110244.2494,49404.56047,2312.64729,36233.01231,71200,54062.16596,5314.569031,60653.65025,38504.26587,22357.49124,32475.26619,53030.77094,11080.9617,1988.364956,3371.80817,9355.752556,4616.616087,12618.43833,2669.394503,14508.24875,2187.923309,665.5850211,1294.863269,4376.81071,9280.811698,5903.525356,18068.70691,6105.121966,3567.284992,4560.598377,3111.523288,1914.231189,1629.507758,267.5840033,727.5759442,2644.33213,19715.39391,74399.56332,21313.54481,9641.916198,8383.58959,17408.7354,10434.02037,7194.637018,26878.07358,90336.26466,17662.78704,12405.24384,19325.06614,27446.79177,2129.401128,3428.098207,7380.612058,7549.092662,2796.790391,4839.216154
6:2 FTAB,1430.010466,1338.52267,6765.284504,1084.07864,1073.286817,759.4970572,2289.951114,4045.499297,2828.375286,3140.133211,1041.617063,1484.301174,1792.03638,1765.829816,45.96030193,225.0509256,41.21515747,143.5149196,230.3458901,1148.43549,582.8053927,1364.807092,1165.259977,549.8542709,935.5036979,1148.079249,2474.037601,1385.676157,2794.786501,1737.600599,1173.580663,1226.63117,1171.347818,654.2257361,632.8250401,121.6553288,67.21059113,1597.581227,1812.109611,3132.355999,2777.240685,1282.717738,883.1168831,1666.391276,1526.652452,4424.722041,3704.936217,7720.058626,2016.671909,1020.06392,1079.06746,2685.835351,401.2605042,591.470883,663.1390874,1040.501446,236.3394703,73.35638763
FOSAA,7513.256585,8747.264478,30515.88983,14214.20514,9261.540594,9034.670947,17736.44758,14424.82419,15860.10679,19668.34269,17482.7877,13501.14312,32086.06921,17279.77116,4300.754822,1703.003941,1915.208228,7379.507265,1901.281659,10791.25878,4124.559764,9454.822042,12911.11806,4722.581883,7436.017572,9649.19236,19253.58102,14507.06183,22816.74126,20142.67889,18967.11636,11833.1643,6014.131779,5740.239913,3544.007491,2689.806226,2748.552956,2170.108303,14984.53556,45365.04471,11925.32729,7563.459492,8187.615067,12676.47059,17211.70339,15452.45258,25776.94583,67624.79062,22195.83876,12392.57813,8969.775132,16554.72155,8196.707797,3831.755929,8195.482866,19833.9616,6093.285419,7691.291041
N-MeFOSAA,10152.75597,7835.038401,48820.36925,9603.819193,18018.8531,5390.101659,19168.60402,26113.29114,27840.3763,10044.66501,7985.367063,18546.52492,27554.5142,32052.8216,10042.99692,8458.000872,8029.672706,13835.80996,9528.403449,7414.327687,5323.643869,6753.796522,10212.30593,6479.909632,3919.553433,9083.335875,23980.30439,14426.76824,29228.25693,22970.74053,15570.88252,16406.73597,10836.42466,6216.930207,4949.571964,1838.136467,2158.210181,12814.51264,17728.84344,56749.32418,25387.41188,14644.39884,14792.25755,28471.02886,26946.6951,34372.20405,51455.72194,111934.2546,34968.49863,8714.6366,20042.65873,44364.28571,11013.53579,8790.084623,10016.67583,13444.68309,4216.714253,6330.849034
N-EtFOSAA,6385.705564,6217.922486,14689.31598,6722.866812,19440.22919,3442.322097,13827.21347,17335.86498,14408.13628,7536.502547,6888.938492,15348.57491,11208.01908,20733.11486,9366.116858,9981.764648,11167.43175,6690.934641,6560.495958,1712.972366,1981.497264,2150.601936,3110.920079,2143.416615,684.712734,1438.199506,5173.082662,2274.188167,6045.784444,4792.875413,1767.734682,4110.294118,4455.426014,2848.800436,2888.764045,579.0970934,827.9659278,5993.646209,11748.23695,18959.97089,7394.612286,5833.763997,8718.490322,14371.72285,12968.77517,26082.07979,32530.87447,83342.96482,34935.46937,8142.726089,13687.20238,37528.20823,4612.860334,5123.733437,3882.352941,4375.12054,3501.427587,2534.442325
N-MeFOSA,663.4397349,502.7132817,3344.430993,647.6915639,1082.759577,286.8378812,1410.048886,1633.192686,1778.438851,385.2030821,421.8253968,1041.80003,1744.398846,2052.654966,345.317305,380.7185618,457.3944517,660.16863,383.8479457,286.5672854,208.746188,352.506098,371.5744503,404.2850216,98.89567338,470.4542913,1321.844226,859.48621,1774.101851,1169.13095,760.0899382,954.7836376,702.8793499,309.3238822,179.6147673,82.87981859,163.1978654,785.9927798,982.9236349,3601.996257,1576.384693,796.4482951,886.2019207,1233.090989,1580.904999,2399.476782,2615.085968,8191.373534,2034.961578,547.2892992,1204.06746,3215.738499,650.1967876,516.4235609,717.7478468,818.5763128,265.2193889,438.9856109
R-EVE,0,0,0,0,2.125594936,0,0,0,0,1.697792869,0,0,0,0,0,0,0,0,0,0,99.44450719,35.72271619,294.6233198,36.95178418,1024.021119,889.1667429,131.1548791,25.13345196,470.5455425,54.90049286,234.232715,0.126774848,0,16.82115594,0,0.22675737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFO3OA (dimer),0,0,0,0,0,0,0,0,1.525553013,0,0,0,5.046583851,1.110864252,0,0,0,0,0.464032816,29600.10561,385251.3066,3248.039447,239918.8288,83140.36883,112983.3948,171137.9139,239.1823336,0,0,0,0,0.549357674,1.354295472,0,0,0,0.985221675,0,0.402982067,0,0,0.911992704,0,0,0,0,1.571454982,0,0,0.147964015,0.661375661,0,0,0,0,0,0,0
Hydro-EVE,0,12.72128814,1615.768765,0.322294739,634.1204196,0.428036383,19.71754481,1290.92827,214.2893466,3.656784642,6.89484127,1088.363054,1708.906389,1504.998889,43.33240145,5.87089371,70.12645936,28.62823656,67.51677479,7004.752427,17128.17406,9563.563879,317079.0872,9037.255497,135780.5856,8339.635876,9641.524918,26633.67438,13881.15399,23572.21286,9366.441821,1401.411427,569.2751575,1188.904035,1370.251471,142.6097712,162.4178982,101.5884477,0,195.0509461,161.8328298,36.4290419,86.05762054,155.9264155,157.4982232,175.2779595,207.1547421,807.7889447,155.5745293,2.604166667,158.5648148,328.0871671,49.06392937,57.56597261,29.68664101,9.862365214,0,18.76142778
EVE acid,0,0,0,0,0,0,0,0,0.152555301,0,0,0,0,0,0,0,0,0,0,1.353967803,21.76792517,104.7551604,5.678857976,4.182718181,60.7581162,20.99153223,42.22620113,45.65169039,80.50078626,115.4781958,30.18549747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFO4DA (dimer),0,2.550188299,0,0,15.71091909,0.160513644,0.706137968,4.641350211,3.559623697,12.9293457,0,4.953513184,7.542147294,2.999333481,1.28599385,8.53948176,2.372492331,2.242420618,17.21561749,1415726.471,2174832.582,1482033.31,1416529.645,624790.7309,891556.3348,607302.5119,25547.82155,89303.99244,6453.187371,3845.717138,461.8324902,0,2.384737679,8.178844057,0.535045479,0.371057514,0,20.97472924,2.820874471,11.64483261,3.675730111,9.575923393,0,12.72306675,8.81307747,0,35.40395637,17.16917923,11.95344448,4.024621212,8.399470899,9.8062954,3.350707372,8.991203652,0.458127176,1.928640309,0,0.198743938
PFMPA,129.0772719,77.00975595,2530.569007,80.17081621,1173.975325,97.96682718,283.3242803,1283.755274,443.7325197,122.0451874,44.19642857,1338.744094,2338.564774,2746.667407,1103.997763,1099.636182,1399.273907,1348.218023,881.801561,25201.8089,39294.80137,99972.408,58051.78702,54106.73657,159756.4134,30203.10451,52665.99523,134731.8728,100341.4177,53544.26352,20098.76335,3743.196416,3413.119001,2801.226827,1914.847512,370.1401773,442.1182266,840.2888087,113.2379609,1112.497401,1368.731118,752.3686477,864.0841917,1621.061908,1003.837953,809.1563113,1211.68423,3358.877722,837.9993709,326.2902462,1076.884921,2091.88862,54.24954792,173.6165238,64.64174455,62.7684755,0,25.16098259
PFO2NA (dimer),2.747252747,1.749547786,99.87893462,10.67601321,1.386257567,0,0,4.430379747,10.93312993,0,35.16865079,22.17649749,3.881987578,69.37347256,3.298853788,1.156388155,6.841605791,29.67469952,22.55199488,4040.307621,5185.078703,80802.21365,23705.22038,22863.82988,199531.2657,3562.054629,4209.788123,64348.14279,69906.67715,8863.247863,654.8622822,89.20723462,203.7037037,64.04034896,9.336543606,1.329622758,0.246305419,16.28158845,2.065283095,32.7510917,29.50654582,0,3.955814301,27.09847984,24.07012556,0.654022237,33.64762433,6.281407035,1.078506269,0.236742424,3.505291005,6.779661017,0,0.94644249,10.53692505,1.22731656,3.216172754,1.172589236
Nafion Byproduct 4,0,0,242.2820823,0,2230.904302,0,0,0,123.366387,0,0.793650794,340.3063557,103.8154392,916.407465,0,0,0,0,0,6143.222714,35794.22123,13895.61203,73509.27373,27385.37487,5990.26661,189651.2763,28191.51,18468.58319,13080.07742,7352.735667,45773.97414,7.352941176,13.07189542,283.4514722,351.7388978,59.47227376,56.82471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nafion Byproduct 5,0.261643119,0.504106989,0,0,960.7227023,0,1.412275937,1.828410689,150.877193,0.326498629,0,170.0198141,57.84161491,298.2115086,4.584847638,54.79500796,44.58078612,48.43628536,167.2838303,46965.01347,123562.1361,132180.0824,893549.8593,429627.7647,100916.309,1914978.297,20287.00388,26903.58096,16112.85835,14592.48861,35310.23047,70.19100744,140.3756698,475.7906216,596.7094703,89.2393321,55.02873563,0,6.800322386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835096314,0,0,0.229726625,0
NVHOS,127.2457701,0,7172.820823,0,11552.65468,0,7.441607822,732.559775,2336.943809,72.48269557,81.29960317,7070.644719,4758.096717,11304.76561,29.46603299,0,121.0522831,0,128.9083164,6244.567204,24007.45449,86655.12629,481916.1196,239119.5511,19950.98039,2445088.998,12679.64787,10589.02358,7537.982339,15348.05665,39866.55424,1199.247803,447.0647118,2434.97819,3294.917068,984.0960627,786.3095238,0,0,0,0,0,0,0,0,0,0,30.360134,0,0,7.638888889,0,0,5.233270237,0,0,0,19.41728277
PES,0,0,153.9043584,0,0,0,0,0,0,0,0,0,0,0,265.8093374,0,0,175.5815344,22.18076862,0,5646.414966,2683.452671,861.5192248,15256.69102,378.0001209,270.2469173,14650.55207,1132.951512,306.3989355,355.7926259,268.6902754,0,0,1700.845147,1613.322632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nafion Byproduct 2,8134.353741,21663.67168,191411.4709,9262.710499,85788.91918,7442.750134,32517.49049,634251.3361,55769.53979,45498.30221,33266.71627,483772.4432,595756.1003,633523.4392,29319.87699,35177.59453,31840.17126,25372.39132,27551.20602,4330533.057,3479871.035,3649228.316,10992626.86,4720599.754,7795823.711,6198249.52,3940521.934,7746314.057,8757350.429,6209827.687,2142965.936,362870.3093,228323.0878,210804.2803,199084.4034,55354.463,63070.96675,6271.732852,836.943381,20789.04138,19326.08258,14439.68182,9113.947355,33088.78608,30018.52642,23707.19424,38133.66611,73258.16583,18633.62243,4251.982718,13898.18122,44667.61501,4311.456228,4252.839327,4426.287337,4181.160691,140.5106495,3858.51419
Nafion Byproduct 6,148.6132915,551.0185927,8071.731235,518.0082185,4027.12444,352.0064205,744.9212385,15304.99297,1878.718535,1059.814549,1091.319444,7181.832038,28103.70453,16585.59209,73.91668996,33.62420943,115.7003818,64.35747175,143.8501731,40537.11903,41247.44586,59513.5206,684602.3236,661403.2087,73745.491,772253.6163,82762.60818,193390.4582,127652.4737,58563.16676,22482.23721,10040.10311,1943.561208,8453.353326,8581.193151,1494.392909,1763.228654,2.38267148,0,105.2193803,11.17824773,22.62248569,13.136289,71.76690901,11.7981521,54.08763898,95.39656129,290.201005,51.85817643,12.63612689,74.76851852,50.84745763,7.658759706,13.08317559,15.98863845,0,0.968133635,7.274028142
Nafion Byproduct 1,12.82051282,30.75052635,8565.829298,6.768189509,6850.884894,11.5034778,179.4676806,2678.83263,9463.412154,16.71672979,66.26984127,983.8058223,1471.994232,1488.835814,2187.866928,3487.221911,1587.252544,4222.552772,2778.628505,2698184.871,2126997.567,2116661.473,1278638.533,1238510.739,1333272.071,1176413.243,1543344.076,2064631.005,2988921.253,1489124.836,918671.1074,38294.58249,44747.60054,14705.69793,12127.15356,1433.013812,1685.488506,642.7436823,5.893612734,2002.079434,1202.870091,479.8094949,522.5904364,1249.118749,826.2497039,1733.355134,2569.883527,6235.343384,873.724891,107.3035038,822.7843915,1437.046005,653.3613445,642.6901236,690.8557816,289.8658718,0.426635161,184.6132443
9Cl-PF3ONS,96.58991802,151.2617501,845.1876513,81.2988478,315.2811792,8.828250401,758.3921782,982.7004219,222.4256293,63.53663315,38.49206349,636.1073007,537.4889086,1076.094201,777.6908023,722.2088793,603.6061883,295.6257848,312.711715,2315.352641,2036.225113,3577.517245,7903.876211,6017.652669,3617.475767,1500.106737,27359.59415,56918.14947,112302.7096,43896.68725,6405.621135,46.61088573,86.40993935,1252.998909,851.070091,428.5714286,644.1502463,275.1263538,43.92504534,1940.216261,565.8610272,621.2696965,1097.775787,2197.565543,847.9507226,846.9587966,1168.607876,1847.152429,861.4119445,204.3087121,326.3227513,1415.435835,54.48888416,33.68221802,65.37474803,61.14666433,1.23067835,34.08458542
11Cl-PF3OUdS,0,0,0.453995157,0,87.47285246,0,2.824551874,0.773558368,35.5453852,0,0.843253968,4.343850023,14.19698314,0,1.118255521,1.60115283,2.041446889,0,0.324822971,16.31531202,54.83052849,9.59949642,4.324268,26.77472466,13.35066401,0.457442591,29.99104745,244.7731317,819.9467763,322.6027825,21.86621698,16.48073022,11.12877583,43.62050164,26.77902622,15.79055865,21.1001642,0.288808664,0.151118275,1.871490954,3.575025176,0,0,4.791804362,3.458895996,1.504251145,6.193381401,0,0,0,0,0.786924939,0,0,0.366501741,0,0.328180893,0.814850147
PFOPA,66.80620966,155.4132195,10049.93947,194.2631537,2267.732545,91.65329053,197.6643129,4418.002813,1980.116959,220.3865744,1214.335317,2643.156531,11186.16903,4881.415241,19204.75259,2884.921588,6519.93997,32089.26329,19289.05532,1743.436641,1703.596842,3215.516563,1911.691153,756.6990095,910.5152853,970.744005,2516.487616,2315.224644,3071.186646,5713.144925,4348.341765,204.2342799,56.35046812,472.7099237,810.6741573,47.70150484,81.00369458,303.4296029,143.2601249,3933.354128,2377.34139,870.7757005,548.5147037,1632.903723,1642.549159,1573.839111,3645.220928,11232.62144,1441.019188,213.3049242,2800.231481,4087.227603,548.2661419,654.6598374,961.9754444,880.6434645,3.462308424,421.6948883
PFDPA,540.7727193,905.8506064,4688.40799,914.0681653,1286.862899,441.7335474,529.6577947,3165.541491,1630.561912,795.3506595,782.4404762,2459.609816,4812.278172,4117.362808,4225.719877,1940.864089,1919.235947,8046.253663,4403.068185,1034.90529,415.1307616,1564.298266,1418.9851,345.3273443,502.236866,927.2361319,688.4512086,856.0387011,1968.186767,1228.585688,1171.275998,681.8796484,209.5330625,376.8811341,285.9550562,164.2857143,221.6338259,292.8519856,802.1861777,5032.959035,1627.895267,812.3575011,1219.634771,1985.8449,2238.474295,1260.039241,3544.832686,7947.445561,2460.027861,907.1673769,2150.330688,4875.726392,698.8086374,265.9781761,694.3833608,1634.084334,267.1556562,769.934017
6:6 PFPi,8895.953253,13341.33974,47404.50969,14900.93465,226427.1984,6291.492777,54131.55894,66852.46132,70749.30079,37660.24553,16502.18254,86081.9997,71220.66327,67102.6994,5383.953033,1898.967256,4787.358478,5345.033786,1995.89795,577.6026646,677.1159553,612.7940829,297.8534959,501.8196156,377.949741,909.4466978,6831.468218,7940.502669,11985.78686,6593.923514,7385.834739,4110.505409,2188.158747,1562.131952,1166.934189,3431.849103,3220.166256,7895.126354,9556.115253,58344.56228,9078.046324,10357.39981,12880.0816,13908.95572,8910.732054,33520.6017,45109.07746,63712.73032,39347.27902,3854.373816,6496.759259,27482.62712,4162.1636,1712.615522,3505.818215,15091.43508,2435.151455,8366.901185
6:8 PFPi,284.842142,393.9744388,2692.039952,398.1548626,2802.920383,105.9925094,1725.203694,1104.711674,4065.141114,1795.22006,618.2539683,1479.881116,525.565661,504.6656299,13.86636847,11.83074036,117.5211317,34.23428811,9.187849765,0,3.901797907,1.416319144,1.510888819,0,5.18912601,0,24.54491197,77.73576512,129.5512278,31.25584877,123.8336144,17.24137931,0.559382912,0,0.775815944,82.68398268,82.97413793,119.7833935,281.5837195,491.7862341,69.2346425,191.1384709,208.8620192,244.3820225,61.73892443,778.5480706,1572.84156,630.6532663,1081.022783,116.3589015,49.76851852,264.5883777,38.90543559,5.066250974,4.581271761,154.8610502,73.34842965,51.89204229
6:2 diPAP,237.833595,984.6988702,11759.83656,347.8365966,877.6396654,171.1075441,1981.694731,290.2250352,427.5616578,44.59971268,17.46031746,56.01280293,222.1606034,79.87113975,22.98015096,181.0192227,7.062302752,4.783830652,25.47540162,20.44491382,10.78128369,26.38550109,0.833593831,1.039019166,5.79368438,9.860429183,631.0802745,477.2575623,244.4054675,146.359723,792.7487352,1014.494591,348.8194076,93.26608506,43.92723381,158.4621727,96.56198686,883.8628159,441.8698368,2400.707008,594.0584089,551.5275878,577.9967159,1577.88059,1138.924425,180.706344,117.6742466,203.5175879,27.45697209,88.77840909,63.82275132,258.3535109,109.9882991,133.4205545,126.9012278,341.7199965,117.7841226,59.32506559
6:2/8:2 diPAP,0,3.08394864,1716.404358,0.564015792,1.386257567,0,26.39869636,0,0,0,0,0.533455266,0,0,0,0,0,0,0,0.406190341,0.513394462,17.10074226,0.93779306,0,36.07198275,0,0,0,0.725777186,0,0,0,0,0,0,0.793650794,0.133415435,0,36.06689502,0,0,44.56097685,17.19162064,93.30248954,11.419095,0,0,0,0,0.118371212,0,0,0,0,0.229063588,0,0.032818089,0
PFBS,214.0676784,63.19129378,86205.50847,235.8391749,31765.90731,124.023542,304.5084193,13035.16174,17333.07907,342.2358626,351.2400794,11076.13169,29821.04037,23651.85514,96931.56276,22391.67756,26876.86213,99419.13831,49900.04733,15555.60069,32064.20511,19090.77557,29276.75315,12866.57395,13056.09294,55841.28775,37965.68189,25435.72064,17528.6682,39968.68176,73314.3339,6266.649763,1534.711182,16354.49836,16805.8855,3620.655535,3205.818966,4673.176895,465.2427967,21638.28239,7758.761329,5254.597963,4401.303677,10623.92597,10354.56053,12053.95683,22086.70734,109650.5444,6252.055903,1158.587831,29263.69048,18209.20097,25189.36815,27911.14575,19172.25582,17140.52775,155.8695153,8779.612847
PFHxS,142609.3232,183729.1166,7233799.031,158285.5531,1842166.813,135475.0134,341663.2265,2884551.336,1789357.335,273820.4911,196145.5853,1974128.334,3083092.946,3415871.362,1521607.604,1519202.092,1274489.418,1696459.816,1330053.642,1708604.059,1120000.103,1911142.025,1695700.115,734407.2529,975016.5246,990853.3846,1841643.092,2099083.63,2398410.548,2302296.338,1648760.652,1295117.901,543474.5922,908010.1963,847879.5613,303686.6419,346070.8128,862921.5884,129827.8763,3673389.062,1834316.415,820490.6014,765705.9263,1903231.549,1703911.869,2135705.428,3257702.718,7544145.729,1221244.956,329826.6158,951258.9947,2403513.075,808860.3872,824243.9038,969543.5221,852594.8979,23814.46293,642761.3085
PFOS,2654476.714,2331052.872,25209256.66,2199284.345,5679463.611,1776913.216,4543066.594,11669007.03,7285922.4,3983918.245,2419146.032,7033028.502,8306332.742,9312644.301,5246991.334,11488124.25,7139474.3,6601197.752,4911459.94,7747108.06,3973332.649,7110326.645,5627962.905,2101119.263,4540596.498,4110962.154,6487905.7,4984906.584,7570957.784,6317166.136,4470446.318,5870544.963,3970721.781,3264098.364,2971748.529,1201821.068,1237009.113,4638579.061,2644465.847,16896923.27,7404402.82,3754410.093,3876036.025,8558397.004,6619862.971,9620135.513,14794385.65,32624834.17,7517717.162,2337418.087,4908308.466,9657268.765,3558207.212,3595634.339,4631762.507,4396047.69,710110.8595,2845844.662
PFHxA,68.89935461,82.99973312,45529.20702,138.465877,16086.73352,208.2932049,226.9418794,2982.559775,5676.023392,104.6754604,445.5357143,3584.971803,16362.74401,16406.02088,18286.6648,2313.043169,4647.381431,22199.88937,8418.576162,6699.703481,22733.97953,12589.71333,16725.74763,11508.46934,5041.563388,29541.23591,23148.68696,7922.76468,4772.105963,20682.82488,47552.16414,623.351927,102.367073,1394.193021,1857.731407,152.9684601,99.9589491,1429.277978,300.0705219,13800.99813,4882.426989,3079.774028,2534.607155,8379.488874,4284.719261,3900.784827,7823.812165,62239.74037,3468.745787,2156.338778,15318.38624,13293.76513,2394.798426,2420.860706,2226.039949,1778.77619,14.52200453,582.2799905
PFHpA,7406.85505,11991.93429,2128623.335,24905.6885,837343.9305,28085.17924,64518.088,253961.8847,243053.3944,11344.84785,30090.42659,195600.3658,898362.5776,801685.2922,511458.7084,96332.91525,210591.7437,518729.7435,283209.715,173720.8389,452322.2885,301495.8953,649510.6804,183001.0337,161112.1355,264903.6321,576868.2483,289098.6432,260384.7829,584309.5015,528426.4193,25197.05037,5443.266796,40676.19956,46439.35259,4644.186766,4956.937603,73868.23105,23556.41749,676495.6332,483729.1037,206841.0599,207741.8023,705852.3904,743850.6989,222625.1799,541380.0148,2621213.568,265345.5264,106469.3419,724688.4921,868162.7724,61022.31146,77742.28928,67317.20726,50145.26168,881.346198,30993.50107
